entry_time,exit_time,direction,tier,entry_price,tp_price,sl_price,exit_price,result,pnl_pct,pnl_abs
2022-09-17 00:15:00,2022-09-17 00:30:00,short,2,19894.215013476358,19727.08899952765,19927.6402162661,19927.6402162661,SL,-0.2680146855108363,-91.95746430508974
2022-09-17 01:30:00,2022-09-17 06:30:00,short,1,19995.31687620252,19826.257108832862,20051.670131992407,19848.65,trail,0.6895014755878631,164.39354110527117
2022-09-17 16:00:00,2022-09-17 16:15:00,short,2,20079.148571156464,19909.54589906436,20113.069105574883,20113.069105574883,SL,-0.2689341273521221,-92.68182507309159
2022-09-19 13:45:00,2022-09-19 14:00:00,short,1,19024.67024949686,18736.047815756672,19120.877727410254,19120.877727410254,SL,-0.6056985306535808,-91.75500682236067
2022-09-21 11:30:00,2022-09-21 11:45:00,short,1,19140.505451893398,18994.463993372203,19189.18593806713,19189.18593806713,SL,-0.3543322917782052,-90.83745675413705
2022-09-21 12:45:00,2022-09-21 14:15:00,short,1,19270.47578964422,19072.415828091645,19336.49577682841,19336.49577682841,SL,-0.4425965601724742,-89.92908218659568
2022-09-22 08:15:00,2022-09-22 08:30:00,short,2,19092.138954538448,18790.479059076715,19152.470933630793,19152.470933630793,SL,-0.4160042949404757,-89.02979136472972
2022-09-23 22:30:00,2022-09-23 22:45:00,short,1,19137.689344813218,18903.67523661204,19215.694047546942,19215.694047546942,SL,-0.5075972878871362,-88.13949345108242
2022-09-26 08:45:00,2022-09-26 09:00:00,short,2,19211.279353991697,18921.836140885807,19291.60770873775,19291.60770873775,SL,-0.5181312096185923,-87.2580985165716
2022-09-27 16:15:00,2022-09-27 16:15:00,long,3,19500.657808478147,20031.949999785735,19388.65570254171,19388.65570254171,SL,-0.6743503990298362,-86.38551753140588
2022-10-05 13:00:00,2022-10-05 13:30:00,long,2,19890.17961408353,20057.756295075735,19856.664277885087,19856.664277885087,SL,-0.26850192833206094,-85.52166235609182
2022-10-09 10:30:00,2022-10-09 10:45:00,short,3,19517.70883867751,19407.27122113949,19533.485641182942,19533.485641182942,SL,-0.18083327113768444,-84.6664457325309
2022-10-11 12:15:00,2022-10-11 12:30:00,short,2,19221.66819081155,19111.330793638434,19243.735670246173,19243.735670246173,SL,-0.21480522510097252,-83.81978127520559
2022-10-12 06:30:00,2022-10-12 06:45:00,short,2,19174.470551397513,19091.122538734307,19191.140153930155,19191.140153930155,SL,-0.18693644232813994,-82.98158346245353
2022-10-13 16:30:00,2022-10-13 18:45:00,short,1,19144.356217581655,18741.852626127795,19278.52408139961,19278.52408139961,SL,-0.8008220192577619,-82.151767627829
2022-10-18 15:00:00,2022-10-18 15:30:00,long,2,19341.5349142821,19518.808572597627,19306.080182618993,19306.080182618993,SL,-0.2833087798886458,-81.33024995155071
2022-10-27 10:30:00,2022-10-27 12:45:00,long,2,20458.52990376041,20656.34258745234,20418.96736702202,20636.010714285712,trail,0.8172054296732508,224.27933477993145
2022-10-27 20:15:00,2022-10-27 22:30:00,long,3,20297.562110028248,20560.31068796375,20260.026598894605,20260.026598894605,SL,-0.2849262040937328,-82.7597407998345
2022-10-28 07:45:00,2022-10-28 08:00:00,long,2,20096.112565125335,20228.879646120087,20069.559148926386,20069.559148926386,SL,-0.23213210322592243,-81.93214339183616
2022-10-31 13:45:00,2022-10-31 14:00:00,long,2,20356.17121239552,20634.404660974888,20300.524522679643,20300.524522679643,SL,-0.37336520770659576,-81.1128219579178
2022-11-01 14:00:00,2022-11-02 02:00:00,long,2,20340.45696249355,20511.367420448834,20306.274870902493,20476.60357142857,trail,0.6547939248771509,196.1615590438561
2022-11-06 22:00:00,2022-11-06 22:15:00,long,2,21086.215404171704,21178.962033604985,21067.66607828505,21067.66607828505,SL,-0.1879689670768782,-82.2633093287772
2022-11-06 23:15:00,2022-11-06 23:30:00,long,2,20958.316375129965,21130.8240649894,20923.81483715808,20923.81483715808,SL,-0.2646197974796637,-81.44067623548943
2022-11-07 00:45:00,2022-11-07 03:00:00,long,1,20864.05507174991,21027.73679870432,20803.065388702616,20935.375,trail,0.4631734923924155,95.18761930856127
2022-11-08 16:00:00,2022-11-08 16:15:00,short,2,20089.46646113679,19609.238161092857,20185.512121145577,20185.512121145577,SL,-0.5780896505867215,-81.57814566622015
2022-11-10 13:30:00,2022-11-10 13:45:00,short,3,17413.01651762742,16651.20031881586,17521.84740317193,17521.84740317193,SL,-0.7249973141318699,-80.76236420955794
2022-11-10 15:00:00,2022-11-10 20:45:00,short,1,17749.679625586687,17079.046495717965,18009.36781821747,18009.36781821747,SL,-1.5630584782861945,-79.95474056746237
2022-11-14 06:45:00,2022-11-14 07:15:00,short,2,16586.6961013676,16112.993764063996,16681.43656882832,16681.43656882832,SL,-0.6711834766955731,-79.15519316178775
2022-11-14 13:00:00,2022-11-14 13:15:00,short,3,16990.958636259515,16731.435621493718,17028.033352654627,17028.033352654627,SL,-0.31820261698473895,-78.36364123016988
2022-11-18 00:00:00,2022-11-18 00:15:00,short,3,16840.449928162318,16688.134516185262,16862.20927273047,16862.20927273047,SL,-0.22920880772766117,-77.58000481786817
2022-11-19 22:00:00,2022-11-19 22:15:00,short,3,16722.4581928567,16640.911990692694,16734.1076503087,16734.1076503087,SL,-0.16966354657700078,-76.80420476968949
