entry_time,exit_time,direction,tier,entry_price,tp_price,sl_price,exit_price,result,pnl_pct,pnl_abs
2022-01-14 14:45:00,2022-01-14 15:15:00,short,2,42945.09,42314.800386318384,43263.20678673419,43263.20678673419,SL,-0.8407524043707763,-100.0
2022-01-18 22:30:00,2022-01-19 03:45:00,short,1,42470.17,41970.1688635865,42880.74056514601,41803.740000000005,trail,1.234048537710342,114.52866077537021
2022-01-19 11:00:00,2022-01-19 12:00:00,short,2,42043.22,41562.72553765982,42262.93168353938,42262.93168353938,SL,-0.6225852908967852,-100.1452866077537
2022-01-19 14:30:00,2022-01-19 16:00:00,short,1,42450.0,42010.246045376734,42780.64543442646,42042.50928571429,trail,0.9055327644010461,102.14747534037193
2022-01-20 13:30:00,2022-01-20 14:30:00,short,3,42401.66,42056.04349399771,42543.83935428017,42543.83935428017,SL,-0.4353155378354713,-100.16530849507987
2022-01-24 20:30:00,2022-01-24 20:45:00,short,1,36374.34,35447.50895174385,37498.844995662505,37498.844995662505,SL,-3.191478761298509,-99.16365541012907
2022-01-25 18:15:00,2022-01-25 20:30:00,short,1,37388.61,36897.01497067872,37796.070969785374,37029.202142857146,trail,1.0734059127897781,88.56820446429668
2022-01-26 09:15:00,2022-01-26 10:45:00,short,2,37742.11,37442.516612566724,38103.15587600994,38103.15587600994,SL,-1.0566128550045102,-99.05770090067075
2022-01-27 14:30:00,2022-01-27 16:30:00,short,2,36972.38,36652.326452396315,37245.48324007254,36693.935,trail,0.7206399711411847,84.26584357568359
2022-02-04 05:15:00,2022-02-04 05:30:00,short,2,37530.22,37253.85528463389,37651.423046038675,37651.423046038675,SL,-0.4229478698464173,-98.9097823274209
2022-02-06 14:45:00,2022-02-06 15:00:00,long,3,41300.0,41572.012509782,41128.42109427323,41128.42109427323,SL,-0.5154452923166306,-97.92068450414669
2022-02-08 15:00:00,2022-02-08 16:45:00,long,2,43044.02,43612.53565530528,42790.28441297536,43286.232142857145,trail,0.9175495930120545,129.00838879549553
2022-02-10 14:00:00,2022-02-10 15:00:00,long,2,43350.0,44363.99128481787,42739.87823036697,44746.783571428576,trail,2.5922911175597547,168.926230426865
2022-02-11 00:15:00,2022-02-11 15:00:00,long,2,42876.94,43868.3491452647,42477.64668152024,43525.60964285715,trail,1.8924774116382284,183.36691006659768
2022-02-11 18:30:00,2022-02-11 19:00:00,long,3,42700.0,43423.726055057356,42460.654788888125,42460.654788888125,SL,-0.6605274264915104,-101.75449295199482
2022-02-11 20:00:00,2022-02-12 06:30:00,long,1,42408.4,43049.95613552102,41887.64404687875,41887.64404687875,SL,-1.3279547285944617,-100.73694802247486
2022-02-16 14:45:00,2022-02-16 19:00:00,long,2,43492.2,43865.75242528172,43109.3265799232,43917.25357142857,trail,0.8062610852991127,82.02172162585393
2022-02-17 04:00:00,2022-02-17 08:15:00,long,3,43554.3,43888.15762390485,43186.08000929162,43834.21428571429,trail,0.616990718777765,65.61930621051583
2022-02-17 09:15:00,2022-02-17 13:15:00,long,3,43237.8,43643.28142340763,42849.04813036484,42849.04813036484,SL,-0.9991018729795729,-101.20598882061383
2022-02-20 22:45:00,2022-02-21 00:45:00,short,3,38795.6,38319.98466242083,38961.86084974853,38471.578571428574,trail,0.969651646001277,183.80875144975298
2022-02-21 04:45:00,2022-02-21 09:15:00,short,1,39273.1,38929.7171394802,39607.94029208748,39071.275,trail,0.63016827373413,67.49707185039208
2022-02-22 10:30:00,2022-02-22 14:45:00,short,2,37600.0,37071.269739811236,37985.1213115257,37985.1213115257,SL,-1.1242588072491961,-102.70698716540915
2022-02-22 23:30:00,2022-02-23 02:00:00,short,3,38329.9,37933.172621117796,38532.52241408385,38175.25714285715,trail,0.6824011285875138,110.37774197244737
2022-02-23 13:00:00,2022-02-23 14:45:00,short,3,39113.4,38760.54398284522,39262.25489652053,38888.77857142857,trail,0.6709945484704474,143.51066620128336
2022-02-24 19:15:00,2022-02-24 19:30:00,short,2,36596.9,35954.24296219101,37043.4496214542,37043.4496214542,SL,-1.32018428187688,-104.21880137549238
2022-03-03 03:30:00,2022-03-03 03:45:00,long,2,43475.1,43782.40335664786,43298.5289229779,43298.5289229779,SL,-0.5061430037471969,-103.17661336173744
2022-03-03 06:00:00,2022-03-03 07:15:00,long,2,42968.7,43484.63717334292,42641.17342081365,43378.732142857145,trail,1.0021398393449465,118.7173863215231
2022-03-03 21:30:00,2022-03-04 00:00:00,long,2,41990.1,42312.04356467214,41770.43741908074,42320.54285714286,trail,0.6748094947628772,111.90199481528592
2022-03-07 13:30:00,2022-03-07 16:00:00,short,2,39049.2,38421.38389582729,39338.7592743155,39338.7592743155,SL,-0.8415242164128827,-104.45104103948816
2022-03-10 20:45:00,2022-03-10 22:00:00,short,2,39588.2,39267.04274117432,39799.75192134569,39298.62857142857,trail,0.6793305245602881,110.73343003577591
2022-03-14 04:00:00,2022-03-14 07:30:00,short,2,38655.9,38142.85538008133,38951.965853544585,38951.965853544585,SL,-0.8659008160321804,-104.51386492945103
2022-03-14 08:45:00,2022-03-14 13:00:00,short,1,39060.1,38714.151391194646,39297.23837011893,38878.603571428575,trail,0.6172734752644795,90.323092869574
2022-03-18 00:45:00,2022-03-18 05:15:00,long,3,40310.1,40789.7940519889,40120.31229250742,40730.017857142855,trail,1.0306932358155512,188.4580306416394
2022-03-18 10:45:00,2022-03-18 11:30:00,long,2,40363.5,40579.78027230971,40234.488014590264,40234.488014590264,SL,-0.41962536799270544,-106.25653751526866
2022-03-20 09:15:00,2022-03-20 09:30:00,long,3,41663.0,41857.57621487772,41565.24052020777,41565.24052020777,SL,-0.3346434001205587,-105.19397214011599
2022-03-20 12:00:00,2022-03-20 17:00:00,long,3,41401.9,41727.46829763326,41193.14454528267,41193.14454528267,SL,-0.6042170883880569,-104.14203241871483
2022-03-21 02:30:00,2022-03-21 09:00:00,long,3,40713.2,41213.35066701183,40496.57266032207,41116.03571428572,trail,1.0328627715860892,168.47322868575154
2022-03-22 19:45:00,2022-03-22 22:00:00,long,3,42268.2,42576.172535936654,42173.934705892105,42626.79642857143,trail,0.6765225228199179,219.4610000278492
2022-03-28 23:15:00,2022-03-28 23:45:00,long,2,47255.1,47634.9768948481,46905.53698419277,46905.53698419277,SL,-0.839736061943009,-106.97995438166369
2022-03-30 01:30:00,2022-03-30 01:45:00,long,3,46756.1,47269.27979261628,46537.6881071304,46537.6881071304,SL,-0.5671302629380917,-105.91015483784705
2022-03-31 14:00:00,2022-03-31 16:00:00,long,3,46484.4,47105.421869719336,46230.21413977487,46230.21413977487,SL,-0.646819707740942,-104.85105328946857
