entry_time,exit_time,direction,entry_price,tp_price,sl_price,exit_price,result,pnl_pct,pnl_abs,ob_low,ob_high
2022-02-10 00:15:00,2022-02-10 10:15:00,short,43750.0,42087.600000000006,44581.2,44581.2,SL,-1.9998857142857078,-3.733151779683116,43750.0,44290.13
2022-02-10 19:15:00,2022-02-11 00:45:00,short,44644.69,42663.016,45635.527,42663.016,TP,4.338767521960616,6.843771353993097,44644.69,45000.0
2022-02-11 18:45:00,2022-02-12 18:45:00,short,42811.42,40824.86,43804.7,42810.01,timeout,-0.0967064862599834,-0.151659846872921,42811.42,43277.0
2022-02-12 23:00:00,2022-02-13 23:00:00,long,42215.0,43740.66,41452.17,42144.59,timeout,-0.26678905602274905,-0.5305433559277746,42039.0,42215.0
2022-02-14 19:00:00,2022-02-14 22:00:00,short,42152.37,41179.972,42638.569,42638.569,SL,-1.253432179495484,-3.781720107113302,42152.37,42357.91
2022-02-21 08:45:00,2022-02-22 03:00:00,short,38525.0,36494.979999999996,39540.01,36494.979999999996,TP,5.169357560025968,7.005606032093186,38525.0,39151.2
2022-02-22 14:15:00,2022-02-22 14:45:00,short,37346.2,36028.45999999999,38005.07,38005.07,SL,-1.8642223305182393,-3.8461978256129004,37346.2,37755.3
2022-02-23 15:00:00,2022-02-24 02:45:00,short,38121.1,35981.13999999999,39191.08,35981.13999999999,TP,5.513584078108991,7.1495339575326105,38121.1,38798.2
2022-02-25 12:00:00,2022-02-26 00:30:00,long,38788.3,40082.94,38140.98,40082.94,TP,3.2377075045825654,7.1610037129285855,38631.4,38788.3
2022-02-28 14:15:00,2022-02-28 14:30:00,long,38360.3,39380.32000000001,37850.29,39380.32000000001,TP,2.5590511544487504,7.259885916300811,38075.0,38360.3
2022-03-01 16:45:00,2022-03-01 20:30:00,short,43284.0,41742.7,44054.65,44054.65,SL,-1.880450050827099,-4.200682340835883,43284.0,43479.0
2022-03-02 07:45:00,2022-03-02 13:15:00,long,44038.8,44871.96000000001,43622.22,43622.22,SL,-1.0459385814327407,-4.1166686940191655,43830.0,44038.8
2022-03-02 17:45:00,2022-03-03 17:45:00,short,44000.0,41014.100000000006,45492.95,42394.5,timeout,3.5488636363636363,4.098776539507935,44000.0,44173.0
2022-03-04 08:45:00,2022-03-04 14:45:00,long,41446.9,42874.16000000001,40733.27,40733.27,SL,-1.8217934272527128,-4.116310850928941,41274.2,41446.9
2022-03-05 09:45:00,2022-03-05 11:00:00,short,38892.9,38269.460000000014,39204.619999999995,39204.619999999995,SL,-0.901483047034276,-4.033984633910362,38892.9,39050.0
2022-03-08 12:30:00,2022-03-08 14:45:00,short,38303.7,36627.05999999998,39142.020000000004,39142.020000000004,SL,-2.2886136326255873,-3.953304941232154,38303.7,38878.7
2022-03-09 08:15:00,2022-03-09 08:30:00,short,41194.9,39505.700000000004,42039.5,42039.5,SL,-2.150253793552111,-3.8742388424075114,41194.9,41772.1
2022-03-09 12:45:00,2022-03-10 04:30:00,short,41679.3,39559.56000000001,42739.17,39559.56000000001,TP,4.985833975138715,7.162534996122396,41679.3,42400.0
2022-03-11 15:15:00,2022-03-12 15:15:00,short,38951.8,37755.40000000001,39550.0,38918.0,timeout,-0.013226089680058674,-0.03185758331185414,38951.8,39238.0
2022-03-12 18:00:00,2022-03-13 18:00:00,short,39117.7,38104.259999999995,39624.42,38917.4,timeout,0.4120444197894959,1.1632694710172768,39117.7,39210.4
2022-03-16 16:30:00,2022-03-16 20:00:00,short,40020.1,37954.55999999999,41052.87,41052.87,SL,-2.6806282343122683,-3.962633003235917,40020.1,40449.9
2022-03-17 05:15:00,2022-03-18 05:15:00,short,40940.0,39720.73999999999,41549.630000000005,40718.2,timeout,0.4417684416218928,1.0795889279646302,40940.0,41313.9
2022-03-19 04:00:00,2022-03-19 20:30:00,long,41778.6,42397.62,41469.09,42397.62,TP,1.3816676480303411,6.416694349058531,41650.0,41778.6
2022-03-23 13:15:00,2022-03-23 15:00:00,short,41958.0,40948.64,42462.68,42462.68,SL,-1.302821869488537,-4.033306008711663,41958.0,42321.1
2022-03-23 17:45:00,2022-03-23 22:30:00,short,41958.0,40945.240000000005,42464.38,42464.38,SL,-1.3068735402068672,-3.9526398885374294,41958.0,42321.1
2022-03-24 07:15:00,2022-03-24 14:45:00,short,42796.1,41289.659999999996,43549.32,43549.32,SL,-1.8600201887555203,-3.8735870907666814,42796.1,43137.0
2022-03-29 22:45:00,2022-03-30 01:30:00,long,47462.4,48663.14000000001,46862.03,46862.03,SL,-1.3649381405070173,-3.796115348951348,47112.0,47462.4
2022-03-30 17:45:00,2022-03-30 19:00:00,long,47463.8,48373.44,47008.98,47008.98,SL,-1.0582460738499648,-3.72019304197232,47368.0,47463.8
2022-04-01 00:15:00,2022-04-01 01:15:00,long,45779.8,47044.8,45147.3,45147.3,SL,-1.481613724830602,-3.6457891811328738,45522.0,45779.8
2022-04-01 12:45:00,2022-04-01 13:30:00,short,45070.4,44241.180000000015,45485.009999999995,45485.009999999995,SL,-1.019916397458184,-3.5728733975102167,45070.4,45297.2
2022-04-02 15:15:00,2022-04-02 18:00:00,short,46455.0,45633.56000000001,46865.719999999994,45633.56000000001,TP,1.668248842966285,5.935461965702541,46455.0,46586.8
2022-04-05 21:00:00,2022-04-05 23:45:00,long,45806.0,46697.92,45360.04,45360.04,SL,-1.0735842466052463,-3.6201251688740625,45670.1,45806.0
2022-04-09 16:30:00,2022-04-10 16:30:00,long,42453.3,42986.26000000001,42186.82,42754.8,timeout,0.6101921405403112,2.974835827060675,42354.5,42453.3
2022-04-10 22:15:00,2022-04-11 09:45:00,short,42514.8,41585.04000000001,42979.68,41585.04000000001,TP,2.086909029326246,6.30768798194226,42514.8,42710.0
2022-04-12 15:00:00,2022-04-12 19:45:00,short,40056.6,39232.83999999999,40468.48,39232.83999999999,TP,1.956490066555847,6.474043537524222,40056.6,40154.9
2022-04-13 19:15:00,2022-04-14 19:15:00,short,40833.7,39266.09999999999,41617.5,39727.4,timeout,2.6092817942042865,4.9909926941633,40833.7,41370.0
2022-04-15 08:30:00,2022-04-15 14:45:00,short,40076.7,39222.359999999986,40503.87,40503.87,SL,-1.1658811728510718,-3.9626738663103906,40076.7,40193.3
2022-04-16 22:45:00,2022-04-17 18:00:00,short,40438.8,39875.34,40720.530000000006,39875.34,TP,1.2933647882726649,6.304493768331939,40438.8,40481.9
2022-04-19 01:45:00,2022-04-19 13:45:00,short,40649.7,39259.67999999999,41344.71,41344.71,SL,-1.8097543155300093,-4.009510264350822,40649.7,40842.6
2022-04-20 07:15:00,2022-04-20 09:45:00,short,41416.4,40920.560000000005,41664.32,41664.32,SL,-0.6986034517727234,-3.929320059063805,41416.4,41524.5
2022-04-22 14:00:00,2022-04-22 14:15:00,long,40393.8,41205.500000000015,39987.95,39987.95,SL,-1.1047333996801634,-3.8507336578825293,40180.1,40393.8
2022-04-23 00:45:00,2022-04-23 16:00:00,short,39521.0,38832.36,39865.32,39865.32,SL,-0.9712330153589223,-3.773718984724879,39521.0,39639.6
2022-04-24 15:15:00,2022-04-24 16:45:00,short,39704.1,39192.780000000006,39959.759999999995,39192.780000000006,TP,1.1878266979984244,5.905087848596165,39704.1,39762.9
2022-04-27 15:45:00,2022-04-28 15:45:00,long,39100.0,40569.520000000004,38365.24,39428.2,timeout,0.7393861892583047,1.4257174854041461,38855.5,39100.0
2022-05-02 14:00:00,2022-05-03 14:00:00,short,38890.0,38025.2,39322.4,38266.1,timeout,1.504268449472876,4.772607025308605,38890.0,38993.1
2022-05-04 17:30:00,2022-05-04 18:45:00,short,38938.6,38102.079999999994,39356.86,39356.86,SL,-1.1741526403106481,-3.94031285221656,38938.6,39027.3
2022-05-06 00:45:00,2022-05-06 13:30:00,short,36238.0,35310.84,36701.58,35310.84,TP,2.4585297201832423,6.883107808810475,36238.0,36460.0
2022-05-09 09:00:00,2022-05-09 10:30:00,long,33680.0,34857.600000000006,33091.2,33091.2,SL,-1.8482185273159233,-3.9991687513484386,33340.0,33680.0
2022-05-10 02:15:00,2022-05-11 02:15:00,long,31402.3,34981.42,29612.74,31441.9,timeout,0.026105412660862998,0.017643586558315407,30786.9,31402.3
2022-05-11 13:45:00,2022-05-11 17:15:00,long,30645.1,32247.059999999998,29844.12,29844.12,SL,-2.7137294379851906,-3.9195382480526355,30247.8,30645.1
2022-05-12 10:30:00,2022-05-13 10:30:00,long,29350.0,34281.04,26884.48,30345.8,timeout,3.292844974446335,1.487964096339231,28155.0,29350.0
2022-05-13 15:45:00,2022-05-13 23:30:00,short,30324.4,29215.740000000005,30878.73,29215.740000000005,TP,3.555999788948821,7.139493979691488,30324.4,30563.2
2022-05-16 17:30:00,2022-05-17 08:30:00,long,29769.9,30757.640000000007,29276.03,30757.640000000007,TP,3.21791507529419,7.342834982606964,29586.6,29769.9
2022-05-18 07:45:00,2022-05-18 12:45:00,long,29927.5,30557.82,29612.34,29612.34,SL,-1.153078272491855,-4.160553344264336,29759.0,29927.5
2022-05-22 05:30:00,2022-05-22 09:30:00,long,29443.9,29908.600000000006,29211.55,29908.600000000006,TP,1.4782555979337124,6.778951297249962,29320.0,29443.9
2022-05-23 13:45:00,2022-05-23 14:00:00,long,30421.3,31054.719999999998,30104.59,30104.59,SL,-1.141079769766575,-4.212921303324049,30280.0,30421.3
2022-05-23 23:30:00,2022-05-24 14:00:00,long,29290.0,30243.9,28813.05,28813.05,SL,-1.7283714578354412,-4.128662877257568,29050.0,29290.0
2022-05-24 16:45:00,2022-05-24 23:00:00,short,29317.4,28524.380000000005,29713.91,29713.91,SL,-1.452473275256327,-4.046089619712417,29317.4,29375.0
2022-05-25 19:15:00,2022-05-26 12:30:00,short,29644.5,28836.08,30048.71,28836.08,TP,2.627048862352201,7.1175372326520066,29644.5,29883.7
2022-05-29 01:30:00,2022-05-29 08:15:00,short,28928.0,28457.1,29163.45,29163.45,SL,-0.9139173119469053,-4.107518571971209,28928.0,28982.4
2022-06-02 13:15:00,2022-06-02 13:30:00,short,29896.9,29244.380000000005,30223.16,30223.16,SL,-1.1912837116891666,-4.025368200531785,29896.9,29977.0
2022-06-04 02:15:00,2022-06-04 08:15:00,short,29460.5,28856.46,29762.52,29762.52,SL,-1.1251692944790497,-3.9448608365211495,29460.5,29550.0
2022-06-04 17:00:00,2022-06-05 16:00:00,short,29678.9,28995.420000000006,30020.64,30020.64,SL,-1.2514577696612676,-3.865963619790726,29678.9,29773.0
2022-06-06 07:45:00,2022-06-06 09:00:00,short,31029.4,30091.879999999997,31498.160000000003,31498.160000000003,SL,-1.6106963073730143,-3.7886443473949116,31029.4,31292.0
2022-06-06 15:00:00,2022-06-07 00:15:00,short,31448.6,30879.479999999996,31733.16,30879.479999999996,TP,1.7096831019504926,6.317248315895806,31448.6,31532.4
2022-06-08 18:45:00,2022-06-09 18:45:00,long,30237.5,30977.4,29867.55,30138.3,timeout,-0.4280694501860297,-1.2417643635530529,30119.8,30237.5
2022-06-10 03:45:00,2022-06-10 13:15:00,short,30090.0,29448.5,30410.75,29448.5,TP,2.03193752077102,6.647334319056967,30090.0,30193.0
2022-06-12 00:15:00,2022-06-12 01:15:00,long,28522.3,29014.44,28276.23,28276.23,SL,-0.9627284615897024,-3.9473278258750075,28435.0,28522.3
2022-06-12 14:45:00,2022-06-12 15:15:00,long,27515.0,28042.1,27251.45,28042.1,TP,1.8156823550790422,6.639703353037875,27442.8,27515.0
2022-06-12 19:15:00,2022-06-12 23:30:00,long,27515.0,28993.0,26776.0,26776.0,SL,-2.7858077412320554,-4.001175336418265,27442.8,27515.0
2022-06-15 12:30:00,2022-06-15 13:15:00,short,21180.0,20242.759999999995,21648.620000000003,21648.620000000003,SL,-2.3125590179414663,-3.9211518296898995,21180.0,21390.0
2022-06-15 14:30:00,2022-06-15 16:00:00,short,21180.0,20513.719999999994,21513.140000000003,21513.140000000003,SL,-1.672898961284245,-3.8427287930961014,21180.0,21390.0
2022-06-16 01:45:00,2022-06-16 20:30:00,short,22188.4,20495.500000000007,23034.85,20495.500000000007,TP,7.529662346090723,7.243163252826563,22188.4,22578.2
2022-06-18 00:45:00,2022-06-18 06:45:00,short,20563.5,20120.92,20784.79,20120.92,TP,2.0522600724584907,6.823948153304121,20563.5,20698.4
2022-06-20 15:15:00,2022-06-21 06:00:00,short,20575.8,19442.399999999998,21142.5,21142.5,SL,-2.854206397807136,-4.047216445356793,20575.8,20800.0
2022-06-22 12:00:00,2022-06-22 13:45:00,short,20443.5,19924.54,20702.98,20702.98,SL,-1.3692542862034367,-3.9662721164496566,20443.5,20549.9
2022-06-22 23:00:00,2022-06-23 23:00:00,long,20344.8,21619.179999999997,19707.61,21062.9,timeout,3.4296488537611682,4.124705268816818,20023.1,20344.8
2022-06-26 14:30:00,2022-06-26 15:00:00,long,21440.3,21828.56,21246.17,21246.17,SL,-1.0054444200874102,-3.969440779497,21386.4,21440.3
2022-06-27 04:30:00,2022-06-27 13:30:00,long,21259.2,21828.280000000002,20974.66,20974.66,SL,-1.438432302250324,-3.8900519639070605,21155.0,21259.2
2022-06-27 18:15:00,2022-06-28 18:00:00,long,20871.0,21677.0,20468.0,20468.0,SL,-2.030908916678645,-3.812250924628919,20705.0,20871.0
2022-06-29 00:15:00,2022-06-29 05:45:00,long,20314.4,20696.100000000006,20123.55,20123.55,SL,-1.0394813531288256,-3.736005906136341,20209.1,20314.4
2022-06-29 11:30:00,2022-06-30 06:15:00,long,20148.0,20851.559999999998,19796.22,19796.22,SL,-1.8459797498510961,-3.661285788013614,19901.1,20148.0
2022-07-04 15:45:00,2022-07-04 22:45:00,short,19572.8,18367.62,20175.39,20175.39,SL,-3.178711272786725,-3.5880600722533416,19572.8,19838.0
2022-07-06 13:45:00,2022-07-06 18:30:00,short,20128.2,19576.24,20404.18,20404.18,SL,-1.471111177353164,-3.5162988708082747,20128.2,20225.0
2022-07-07 02:45:00,2022-07-07 08:45:00,short,20305.9,19826.340000000004,20545.68,20545.68,SL,-1.28083906647821,-3.44597289339211,20305.9,20441.0
2022-07-08 14:30:00,2022-07-09 14:30:00,long,21694.2,22782.180000000004,21150.21,21599.4,timeout,-0.536983156788447,-0.6954536441510077,21421.0,21694.2
2022-07-10 10:45:00,2022-07-10 14:15:00,short,21261.6,20893.839999999997,21445.48,20893.839999999997,TP,1.6296910862776182,5.680584243391944,21261.6,21322.0
2022-07-10 22:45:00,2022-07-11 01:15:00,long,20826.5,21169.6,20654.95,20654.95,SL,-0.923710176938032,-3.476756047509086,20742.7,20826.5
2022-07-11 17:00:00,2022-07-11 22:30:00,short,20557.2,20050.800000000007,20810.399999999998,20050.800000000007,TP,2.363370497927705,6.046868375253583,20557.2,20585.0
2022-07-15 17:15:00,2022-07-15 19:30:00,long,20862.0,21190.380000000005,20697.809999999998,21190.380000000005,TP,1.4740580960598442,5.863066501707458,20755.7,20862.0
2022-07-15 20:45:00,2022-07-16 16:00:00,short,20910.0,20377.9,21176.05,21176.05,SL,-1.3723577235772322,-3.6454196240981243,20910.0,21030.0
2022-07-18 03:00:00,2022-07-18 07:00:00,long,21279.8,22380.3,20729.55,22380.3,TP,5.071571161383096,6.745975950662662,21154.0,21279.8
2022-07-18 23:15:00,2022-07-19 00:00:00,long,22148.8,22866.039999999997,21790.18,22866.039999999997,TP,3.138279274723678,6.767892982229375,21988.0,22148.8
2022-07-19 08:45:00,2022-07-19 15:30:00,long,22093.5,23186.78,21546.86,23186.78,TP,4.848423744540244,7.237736623004047,21800.0,22093.5
2022-07-19 23:30:00,2022-07-20 07:00:00,short,23281.0,22148.14,23847.43,23847.43,SL,-2.5330140457884123,-3.987543342734084,23281.0,23438.0
2022-07-20 12:30:00,2022-07-20 13:30:00,short,23627.9,22877.160000000003,24003.27,24003.27,SL,-1.6886727131907575,-3.9077924758794023,23627.9,23810.8
2022-07-20 16:45:00,2022-07-21 02:45:00,short,23627.9,22858.380000000005,24012.66,22858.380000000005,TP,3.1568277333152617,6.994564984599023,23627.9,23810.8
2022-07-21 16:15:00,2022-07-22 16:15:00,long,22901.6,23996.58,22354.109999999997,23164.3,timeout,1.047081426625217,1.6688297047555023,22652.6,22901.6
2022-07-23 07:30:00,2022-07-23 08:45:00,long,22803.8,23136.84,22637.28,22637.28,SL,-0.8302291723309293,-4.002904520148905,22720.0,22803.8
2022-07-23 16:15:00,2022-07-23 17:45:00,long,22297.8,22875.66,22008.87,22008.87,SL,-1.395778058821948,-3.9228464297459267,22204.2,22297.8
2022-07-23 19:45:00,2022-07-24 15:00:00,long,22297.8,22903.38,21995.01,22903.38,TP,2.6158733148561817,6.897717988458082,22204.2,22297.8
2022-07-25 20:00:00,2022-07-25 22:30:00,long,21922.4,22706.000000000007,21530.6,21530.6,SL,-1.8872130788599923,-3.982343860920169,21786.8,21922.4
2022-07-26 12:00:00,2022-07-26 13:00:00,long,21079.1,21437.339999999997,20899.98,20899.98,SL,-0.9497516497383618,-3.9026969837017664,21000.0,21079.1
2022-07-28 12:45:00,2022-07-28 15:45:00,long,22995.1,23917.92,22533.69,23917.92,TP,3.9131158377219486,7.104609436663545,22904.1,22995.1
2022-07-28 23:15:00,2022-07-29 06:30:00,short,23747.4,22779.880000000005,24231.16,24231.16,SL,-2.1371072201588315,-3.966735232761002,23747.4,23928.0
2022-07-29 15:00:00,2022-07-29 16:15:00,short,24034.9,23614.020000000004,24245.34,23614.020000000004,TP,1.6511202459756327,6.579364577258334,24034.9,24091.8
2022-07-29 18:00:00,2022-07-30 04:15:00,short,24034.9,23626.740000000005,24238.98,23626.740000000005,TP,1.5981972048978617,6.76761622376355,24034.9,24091.8
2022-07-31 10:15:00,2022-07-31 14:30:00,long,23788.0,24156.0,23604.0,23604.0,SL,-0.8734992433159576,-4.15434014412622,23722.2,23788.0
2022-07-31 19:00:00,2022-07-31 22:15:00,long,23716.2,24567.320000000003,23290.64,23290.64,SL,-1.8943852725141521,-4.071253341243695,23665.0,23716.2
2022-08-01 20:30:00,2022-08-02 02:30:00,long,23071.4,23477.180000000008,22868.51,22868.51,SL,-0.9794004698457963,-3.9898282744188203,22966.0,23071.4
2022-08-02 15:15:00,2022-08-02 16:15:00,short,22843.8,22205.420000000002,23162.989999999998,23162.989999999998,SL,-1.4972719074759833,-3.910031708930444,22843.8,22939.3
2022-08-06 10:15:00,2022-08-06 17:00:00,long,23221.8,23522.279999999995,23071.56,23071.56,SL,-0.7469782704183051,-3.831831074751836,23169.0,23221.8
2022-08-08 20:00:00,2022-08-08 21:15:00,long,24003.5,24494.0,23758.25,23758.25,SL,-1.1217259982919157,-3.755194453256799,23883.8,24003.5
2022-08-09 02:30:00,2022-08-09 09:30:00,long,23825.4,24271.700000000004,23602.25,23602.25,SL,-1.0366054714716288,-3.680090564191663,23682.6,23825.4
2022-08-11 08:00:00,2022-08-11 12:30:00,short,24125.1,22792.299999999996,24791.5,24791.5,SL,-2.8622683429291547,-3.60648875290783,24125.1,24448.0
2022-08-12 10:15:00,2022-08-12 18:30:00,short,23881.9,23304.800000000003,24170.45,24170.45,SL,-1.3082372005577416,-3.534358977849673,23881.9,23974.9
2022-08-17 01:45:00,2022-08-17 03:00:00,short,23888.4,23573.64,24045.780000000002,24045.780000000002,SL,-0.7588134826945337,-3.4636717982926797,23888.4,23976.6
2022-08-17 07:45:00,2022-08-17 12:15:00,short,23888.4,23543.880000000005,24060.66,23543.880000000005,TP,1.342206259104824,5.548612060818381,23888.4,23976.6
2022-08-23 16:00:00,2022-08-23 20:15:00,short,21439.0,21065.86,21625.57,21625.57,SL,-0.9702364849106755,-3.505370603543194,21439.0,21486.0
2022-08-31 06:15:00,2022-08-31 15:00:00,short,20319.1,19931.379999999997,20512.96,19931.379999999997,TP,1.808155380897782,5.89281955281261,20319.1,20424.1
2022-09-01 11:45:00,2022-09-01 14:00:00,long,20130.6,20716.319999999992,19837.74,19837.74,SL,-1.5548001549879138,-3.5531195825285824,20022.5,20130.6
2022-09-02 06:15:00,2022-09-02 12:30:00,short,20045.0,19557.08,20288.96,20288.96,SL,-1.3170616113744031,-3.482057190878011,20045.0,20112.6
2022-09-04 14:00:00,2022-09-04 17:00:00,short,19634.4,19010.420000000006,19946.39,19946.39,SL,-1.6889968626492176,-3.4124160470604505,19634.4,19740.0
2022-09-08 13:45:00,2022-09-09 03:15:00,long,19259.5,19804.980000000003,18986.76,19804.980000000003,TP,2.732264596692558,6.0266185829850105,19176.5,19259.5
2022-09-10 00:30:00,2022-09-10 21:45:00,short,21193.3,20162.819999999996,21708.54,21708.54,SL,-2.531145692270678,-3.464700097778942,21193.3,21290.0
2022-09-12 15:45:00,2022-09-12 20:00:00,short,22152.0,21521.58,22467.21,22467.21,SL,-1.5229414951245899,-3.395406095823363,22152.0,22277.7
2022-09-13 04:30:00,2022-09-13 12:30:00,long,22395.9,22848.840000000004,22169.43,22169.43,SL,-1.11121187360187,-3.3274979739068953,22281.8,22395.9
2022-09-14 12:45:00,2022-09-14 18:00:00,long,20260.0,20725.019999999997,20027.49,20027.49,SL,-1.2476307996051255,-3.260948014428757,20222.0,20260.0
2022-09-16 00:45:00,2022-09-16 13:45:00,long,19766.5,20210.199999999997,19544.65,19544.65,SL,-1.2223534768421245,-3.195729054140183,19684.7,19766.5
2022-09-16 20:30:00,2022-09-17 20:30:00,long,19764.5,20743.08,19275.21,20071.4,timeout,1.4527840319765308,1.766520312910641,19635.7,19764.5
2022-09-18 15:15:00,2022-09-18 16:00:00,long,19992.4,20588.200000000004,19694.5,19694.5,SL,-1.59006622516557,-3.167144879315592,19805.0,19992.4
2022-09-21 06:00:00,2022-09-21 10:45:00,short,18961.2,18617.16,19133.22,19133.22,SL,-1.0072210619581061,-3.10380198172928,18961.2,19009.2
2022-09-22 21:15:00,2022-09-22 23:00:00,short,19132.0,18392.04,19501.98,19501.98,SL,-2.033828141333889,-3.0417259420946943,19132.0,19255.8
2022-09-25 15:15:00,2022-09-26 08:45:00,short,19001.0,18587.4,19207.8,19207.8,SL,-1.1883637703278735,-2.9808914232528,19001.0,19045.5
2022-09-26 11:30:00,2022-09-26 13:30:00,long,18832.5,19179.260000000002,18659.12,19179.260000000002,TP,1.7412850126111883,4.9838899486493276,18744.1,18832.5
2022-09-29 17:45:00,2022-09-30 00:30:00,short,19367.4,18762.300000000003,19669.95,19669.95,SL,-1.662161157408838,-3.020951393760731,19367.4,19460.7
2022-10-02 07:00:00,2022-10-02 10:15:00,short,19295.2,19093.38,19396.11,19093.38,TP,0.9459596168995381,4.495401014072439,19295.2,19316.5
2022-10-03 06:30:00,2022-10-03 13:00:00,short,19159.9,18841.1,19319.300000000003,19319.300000000003,SL,-0.9319458869827161,-3.0504403861669642,19159.9,19220.0
2022-10-04 00:45:00,2022-10-04 06:30:00,short,19567.9,19229.440000000002,19737.13,19737.13,SL,-0.9648347548791621,-2.989431578443625,19567.9,19626.7
2022-10-06 06:15:00,2022-10-07 06:15:00,short,20154.0,19607.519999999997,20427.24,19820.0,timeout,1.55723925771559,3.1338634065619906,20154.0,20264.5
2022-10-11 15:00:00,2022-10-12 15:00:00,long,19082.2,19583.220000000005,18831.69,19098.7,timeout,-0.013531982685434601,-0.02866095257647818,19025.4,19082.2
2022-10-23 21:30:00,2022-10-23 22:00:00,short,19230.0,18415.32,19637.34,19637.34,SL,-2.218252730109205,-2.991746995954463,19230.0,19496.6
2022-10-27 04:00:00,2022-10-27 09:30:00,long,20752.0,21169.339999999997,20543.33,20543.33,SL,-1.1055416345412405,-2.931912056035374,20729.2,20752.0
2022-10-29 23:45:00,2022-10-30 09:45:00,long,20974.9,21546.980000000003,20688.86,20688.86,SL,-1.4637252144229573,-2.8732738149146666,20766.8,20974.9
2022-11-02 18:30:00,2022-11-02 21:15:00,long,20415.0,21072.04,20086.48,20086.48,SL,-1.7092089150134728,-2.8158083386163737,20372.2,20415.0
